,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Date
43,Associate Data Analyst (Entry Level),-1,"Associate Data Analyst (Entry Level)

Are you looking to be proud of what you do, as well as challenge your skills while working with other professionals who are great at what they do? Are you never satisfied with good enough and want to be a valuable contributor to a collective success? If so, then we have the opportunity for you!

Based in Marlborough MA, our client is a Software as a Service company that provides solutions that enable Accounts Payable, Internal Audit and Purchasing departments to identify duplicate payments, claim missing credits and recover lost profits.

As an Associate Data Analyst, you will have exposure to Accounts Payable and Purchasing datasets from Fortune 500 companies. Your primary responsibilities will be to:
Manage and analyze daily/weekly/monthly data feeds received from clients
Ensure all data is loaded and review the raw data through proprietary technology
Run the data through software and review the results to help identify lost profits
Develop new reports in SQL to help improve the overall client experience
Respond to client’s queries and ad hoc report requests
As you grow and develop with the business, you can look forward to being involved in the future development of core products.

Qualifications:
Bachelor’s degree
Preferred
Knowledge of SQL and/or SQL Server
Knowledge of Relational Database Structure
Detail orientated with a strong ability to stay focused
Can communicate ideas clearly and effectively in a team environment
Strong quantitative and analytical skills
Must have the ability to think and act independently
Accounting or Business Analysis coursework
Skilled in Microsoft Office product including Excel
Strong problem solving skills with the ability to think outside the box
Time management and organizational skills
Adept at being able to research and solve problems independently
Ability to have a good time
A great sense of humor
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",4.2,Insperity,"Marlborough, MA","Kingwood, TX",1001 to 5000 employees,1986,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),2020-01-24
44,"Analyst, Data and Analysis - Boston Intern",-1,"Job Description
Company Description

About Digitas

Digitas is The Connected Marketing Agency, committed to helping brands better connect with people through Truth. Connection. Wonder. With diverse expertise in data, strategy, creative, media, and tech, we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite, provoke and inspire. Curious and fully transparent, we are always examining real human behavior to create authentic connections—between brands and consumers, clients and partners, and ideas and outcomes. Digitas has 3,500 employees across 21 countries and 34 offices, with an extended network via Publicis Media of over 23,500 employees present in more than 100 countries worldwide. To connect with Digitas or learn more, visit www.digitas.com

Job Description

Capability: Data and Analysis

If you describe yourself as someone who:
Grounds your thinking in quantitative analysis
Welcomes ambiguity, thinks critically, and teaches those around you
Is solution-focused and business-oriented
Has a hunger to master analytical tools such as Excel and SAS
Has a natural curiosity for data and meticulous attention to detail
Can navigate problems without clearly defined boundaries
Enjoys data visualization and storytelling
Then your day to day would include:
Designing and conducting analyses for client recommendations
Collaborating with other capabilities to provide integrated, analytic marketing solutions and optimizations to improve client decision-making
Conducting primary and secondary research
Analyzing data to understand what is happening and identify patterns or changes
Applying quantitative techniques to uncover latent patterns in the data
Tracking marketplace, technology, and consumer demographic trends within and across multiple industries
Running basic statistical or machine learning procedures, such as descriptive statistics, hypothesis testing, supervised or unsupervised learning
Working in systems such as Python, R, SQL, Linux, and/or distributed computing systems such as Hadoop or AWS
This foundation leads to opportunities focused in:
Developing industry leading analytical solutions for clients across channels and business functions
Selling clients on the value of strategic services to their business, helping them define needs and potential solutions
Working in close collaboration with colleagues across all agency disciplines to develop innovative, highly effective, data powered solutions for our clients
Supporting, coaching, mentoring and training a team while maintaining a collaborative environment
Qualifications

null

Additional Information

All your information will be kept confidential according to EEO guidelines.",3.3,Digitas,"Boston, MA","Boston, MA",5001 to 10000 employees,1980,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,2020-01-24
45,Portfolio Data Analyst,$46K-$84K (Glassdoor est.),"Job Description Summary

As a member of the Portfolio Analytics Group the principal job function of the Portfolio Data Analyst is to gather information and data regarding primary, secondary and direct investments and track this information.

Responsibilities

Portfolio Reporting: 70%
•Track confidential underlying portfolio data including IPOs, M&A and buyout company metrics
•Reconcile data to quarterly financial statements
•Upload checklists and relevant backup into document storage system

Fund Reporting: 10%
•Prepare quarterly fund reporting package for review

Quarterly Receipt of Financial Statements: 5%
•Request/track receipt of quarterly financial statements and other relevant partnership information

Capital Calls/Distribution Process: 10%
•Track capital calls and distributions
•Track cash flow adjustments/reconcile issues with accounting

Miscellaneous Portfolio Analytics: 5%
•System Testing, as needed
•Download benchmarking reports
•Assist Closing Coordinator
•Assist Operations Assistant
•Complete projects as requested by upper management

Education

BS/BA or equivalent

Work Experience

1 to 2 years",4.0,Harbourvest,"Boston, MA","Boston, MA",501 to 1000 employees,1982,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,2020-01-24
46,Data Analyst,-1,"Do you want to be part of Boston’s hottest up and coming startup? Insurify is one of the fastest-growing MIT FinTech startups and has been recognized as a global Top 100 InsurTech company. We’re changing the way millions of people compare and buy insurance with artificial intelligence, technology, and superior product design.
Our team is highly analytical, fast-moving, and focused on one thing: getting more people to compare insurance quotes using Insurify.
ROLE DESCRIPTION
Collaborate with leadership, product, analytics, engineering, and business development teams to help solve problems and scale business
Manage key metrics (KPIs) of the business (product and marketing)
Must love SQL: many of your responsibilities will involve using SQL to retrieve data, highlight data changes and identify data inconsistencies
Contribute directly to overall product strategy, including improving prospecting, retention, and customer lifetime value
Assist in creating internal reports and dashboards from analysis results that help the Insurify team identify growth opportunities
QUALIFICATIONS
Bachelor’s degree in technical/quantitative disciplines, or equivalent experience
Strong quantitative and programming skills with a product-driven sensibility; knowledge of statistics (hypothesis testing)
Expertise in and real-world experience with SQL
Experience in data analysis in consumer/retail/e-commerce/SaaS
Knowledge of Python (preferred) or R
BENEFITS
Employee stock options
401K plan
Great healthcare plan
Unlimited vacation and sick time
Free snacks and beverages every day in office
Team lunches and outings
Friendly office culture",4.8,Insurify,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,2020-01-24
47,Data Analyst,$40K-$72K (Glassdoor est.),"By joining Eaton Vance, you’ll become part of a company that has one of the best employee retention rates in the financial services industry. We offer competitive salaries, generous benefits, and tremendous opportunities for growth and development. If you do not see a position that fits your career objectives, please return to this site in the future as our hiring needs will change. We look forward to your becoming a part of our continued success!

Basic Purpose:

The Data Analyst will play a central role in delivering new and actionable data-driven insights to our fundamental equity investment teams. The position will be part of a new team formed to analyze external and internal data sets, build machine learning models and provide actionable insights to Eaton Vance equity investment teams. This is an opportunity to be part of a new and important initiative within Eaton Vance Equities.

Primary Responsibilities:
Organize, clean and transform a broad range of data into formats consistent with various machine learning models
Help Data Scientists develop machine learning models based on a wide range of data sets to provide unique and actionable insights to our equity investment teams
Help Data Scientists rigorously evaluate machine learning models for statistical significance and design appropriate validation and testing processes for model selection
Help source and evaluate new internal and external data sets
Develop visualizations to share analysis and insights across a large group of business users
Help develop and work with the IT team to develop next generation data storage and processing architectures to enable agile analytics capabilities within the Equity Group.
Job Requirements:
Bachelor’s degree in Computer Science. Will consider other quantitative disciplines (i.e. Statistics, Mathematics, Econometrics, Operations Research) with extensive coding experience.
0-4 years of hands-on coding experience. Willing to consider new College Graduates.
Proficiency/Experience with statistics and data science. Prefer machine learning experience.
Strong programming skills in Python and R.
Prefer experience with data visualization tools (e.g., Tableau)
Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes and recommend solutions
Strong communications skills and ability to communicate complex statistical concepts, advanced models capabilities and limitations along with recommended actions in an easy to understand way
Strong people skills, team-orientation, and a professional attitude
Prefer knowledge about capital markets, but a strong demonstrated interest is required.
This policy applies to Eaton Vance Corp. and all subsidiary companies (the “Company”).

The Company is an equal opportunity employer and is committed to providing a work environment that is free of discrimination and harassment. It does not discriminate against applicants or employees with respect to any terms or conditions of employment on account of race, color, religion, creed, national origin, ancestry, sex, sexual orientation, age, pregnancy, parenthood, physical or mental disability (actual or perceived), medical condition including genetic characteristics, marital status, citizenship status, military service, gender, gender identity or expression, registered domestic partner status, domestic violence victim status, status with regard to public assistance, or any other characteristic protected by applicable federal, state or local laws. Eaton Vance also prohibits discrimination based on the perception that a person has any of those characteristics or is associated with a person who has or is perceived as having any of those characteristics. This commitment applies to all persons involved in the operations of the Company, and prohibits unlawful discrimination by any employee of the Company, including supervisors and co-workers. All employment decisions shall be consistent with the principles of equal employment opportunity.

The information on this Web site is for U.S. residents only. The information on this Web site does not constitute an offer to sell, or a solicitation of an offer to purchase, securities in any jurisdiction to any person to whom it is not lawful to make such an offer. Eaton Vance does not provide tax or legal advice. Prospective investors should consult with a tax or legal advisor before making any investment decision. © Eaton Vance Management. All rights reserved. Two International Place, Boston, MA 02110",3.9,Eaton Vance,"Boston, MA","Boston, MA",1001 to 5000 employees,1924,Company - Public,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),2020-01-24
48,eDiscovery Data Analyst,-1,"About the organization:

The Executive Office of Technology Services and Security (EOTSS) is the state's lead office for information technology. We provide enterprise level information technology services including network management and security; computer operations; application hosting; desktop provisioning and management; and, modern and responsive digital services to 40,000 internal stakeholders plus the residents, business owners and visitors to the Commonwealth of Massachusetts.

About the role:

The eDiscovery Technology Services (ETS) Team provides a service called eDiscovery as a Service or eDaaS. The team reports to the EOTSS Legal department and works primarily with the legal teams of any authorized agency requesting eDaaS. The eDaaS capabilities are expanding from an email centric scope to additional data sources utilizing the Exterro extraction and reviewing tool.

The ETS Team is looking for a Data Analyst (EDA), who will work closely with other EOTSS teams to search, preserve, and collect electronically stored information (ESI). The analyst must demonstrate high attention to detail, adaptability, and the ability/ motivation to learn new technical/eDiscovery tools and procedures. The eDiscovery Analyst will support eDiscovery activities involving data preservation management, data collection, and data extraction; assists agencies with satisfying their obligations under the public records law and with internal investigations; as well as responding to other state business requests seeking eDiscovery services. The EDA will work with clients on activities ranging from low to high complexity and consults with participants and senior IT personnel to develop data collection and data processing solutions, as required. The EDA will aid program or project managers along with Records Access Officers (RAOs) and agency legal counsel on larger eDiscovery projects.

Additional Responsibilities:
Perform technical/eDiscovery work utilizing defined procedures and tools
Identify data custodian user IDs and data store locations; managing the collection of data from data custodians
Communicate with data custodians and requesters
Collaborate with outside counsel, external vendors, and/or other internal IT groups
Utilize IT skills and experience to define potential solutions to technical/eDiscovery exceptions
Communicate potential technical/eDiscovery solutions to eDiscovery management, requestors, legal personnel, and/or other IT groups
Perform audits on technical/eDiscovery work
Accurately and timely report progress, schedule, and issues for technical/eDiscovery work
Comply with applicable state, secretariat, and agency policies, procedures and laws
Perform work using existing standards, methodologies, and processes
Apply and execute standard information systems theories, concepts, and techniques, and assists in the development of standards and procedures
Develop test plans and conduct the necessary tests to confirm design requirements; conducting tests and developing preliminary findings for review by management
Complete project tasks within time and budget constraints
Identify and implement process improvements
Required Skills, Knowledge & Abilities:
BA/BS degree or equivalent experience
2 years of hands-on eDiscovery experience
Working knowledge of Boolean expressions
Working knowledge of the Microsoft Keyword Query Language Structure
Strong analytical and verbal skills
Exceptional attention to detail, organizational skills & problem-solving abilities
Proven experience meeting deadlines and complying with Service Level Agreements (SLAs) while working with confidential information
Experience clearly describing, summarizing, and documenting how work was performed
Preferred Skills, Knowledge & Abilities:
Experience working with advanced eDiscovery tools such as Exterro, Relativity, Microsoft Security & Compliance Center for Office 365, Exchange 2013 eDiscovery component, SharePoint 2013 eDiscovery component, EMC/Dell SourceOne Discovery Manager
Broad working knowledge of the Electronic Discovery Reference Model (EDRM)
Understanding or experience with project management methodology
Ability to effectively communicate with legal department staff and other requestors of electronically-stored information
Working knowledge of scripting languages such as PERL and/or PowerShell
Working knowledge of regular expressions (regex)
Paralegal certificate or paralegal experience
First consideration will be given to those applicants that apply within the first 14 days.

Minimum Entrance Requirements:

Applicants must have at least (A) four years of full-time, or equivalent part-time, professional experience in electronic data processing of which (B) at least two years must have been in work in which the major duties included computer systems analysis, or (C) any equivalent combination of the required experience and the substitutions below.

SUBSTITUTIONS:

I. An Associate's degree with a major in the field of data processing or computer programming may be substituted for a maximum of one year of the required (A) experience.*

II. A Bachelor's degree with a major in the field of data processing or computer and/or information science may be substituted for a maximum of two years of the required (A) experience.*

III. A Graduate degree with a major in the field of data processing or computer and/or information science may be substituted for a maximum of two years of the required (A) experience.*

IV. A diploma for completion of a two year full-time, or equivalent part-time, program in a recognized non-degree granting business or vocational/technical school above the high school level with a major in the field of computer programming may be substituted for a maximum of one year of the required (A) experience.*

V. An official transcript from a recognized business or vocational/ technical school as evidence of completion of a program consisting of at least 650 hours of instruction in the field of computer programming may be substituted for a maximum of one year of the required (A) experience.

VI. Graduation from the data processing course of a recognized vocational/technical high school may be substituted for a maximum of one year of the required (A) experience.
Education toward such a degree or diploma will be prorated on the basis of the proportion of the requirements actually completed.
NOTE: No substitution will be allowed for more than two years of the required (A) experience.

NOTE: No substitution will be allowed for the two years of the required (B) experience.

Special Requirements: None.

An Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.

SDL2017",3.9,State of Massachusetts,"Boston, MA","Chelsea, MA",1001 to 5000 employees,-1,Government,-1,-1,Unknown / Non-Applicable,2020-01-24
49,Associate Data Analyst,$42K-$75K (Glassdoor est.),"Overview

Our Enterprise Data and Analytics group is looking for an Associate Data Analyst to join our growing team in our Worcester Headquarters.

Applies analytical skills to the development and enhancement of unique proprietary business tools that drive the optimization and consolidation of Agent partners business and are strategic differentiator to the unique Hanover business model. Assists in developing tools, processes and reporting analytics in support of business growth and ongoing business needs. Communicates with customers, external partners and internal departments frequently.

This is a full-time, exempt role.

EEO Statement:

“The Hanover values diversity in the workplace and among our customers. The company provides equal opportunity for employment and promotion to all qualified employees and applicants on the basis of experience, training, education, and ability to do the available work without regard to race, religion, color, age, sex/gender, sexual orientation, national origin, gender identity, disability, marital status, veteran status, genetic information, ancestry or any other status protected by law.

Furthermore, The Hanover Insurance Group is committed to providing an equal opportunity workplace that is free of discrimination and harassment based on national origin, race, color, religion, gender, ancestry, age, sexual orientation, gender identity, disability, marital status, veteran status, genetic information or any other status protected by law.”

As an equal opportunity employer, Hanover does not discriminate against qualified individuals with disabilities. If you require a reasonable accommodation, as a candidate for employment, please inform The Hanover Talent Acquisition office.",3.6,The Hanover Insurance Company,"Boston, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),2020-01-24
50,Data Analyst I,$43K-$76K (Glassdoor est.),"The Mongan Institute Health Policy Research Center is seeking a full-time Data Analyst to provide analytic support for research activities led by Dr. Douglas Levy. Specifically, the Data Analyst will work with a team of investigators on externally funded research studies that focus on examining the clinical and economic effects of public health and health care policy, including the health impact of smoke-free rules in public housing and the impact of social supports on health, health care utilization, and spending. The Mongan Institute Health Policy Research Center (HPRC) is a leading Harvard health policy institute housed within Massachusetts General Hospital. Founded by Partners HealthCare System and Massachusetts General Hospital in 1998, the HPRC conducts research to support improvements in quality and efficiency within Partners HealthCare, to inform and influence health policy on the national level, and more broadly, to improve health and health care across America and in other nations worldwide.

Reporting to Douglas Levy, PhD, the Data Analyst will play a key role in conducting health policy research. These studies will produce generalizable, publishable findings. The Data Analyst will work collaboratively with a team of investigators, including health services researchers, clinicians, public health officials, economists, and biostatisticians, as needed. The Data Analyst will be responsible for translating research questions into analytic plans; analyzing data, including medical and pharmacy claims data and clinical data; conducting valid statistical tests and statistical models; and assisting with data visualization and communicating findings in presentations and manuscripts.

We are looking for someone with training in biostatistics, epidemiology, economics, statistics, or a related field, and experience analyzing health care data. Experience using administrative claims data is a plus. Specific tasks will include: extracting, managing, and analyzing medical and pharmacy claims data; working with investigators and staff to obtain and link data sources to answer study questions; creating longitudinal patient cohorts that can be analyzed over time; evaluating the impact of health policies on health care costs, utilization and quality; and conducting valid statistical tests and advanced modeling. As part of all of these activities, the Data Analyst will apply excellent data cleaning/evaluation, data management, and statistical programming skills.

The Data Analyst will be working directly under the supervision of Dr. Levy on various data-focused tasks including, but not limited to, data cleaning, data harmonization, data quality control, and data analysis and interpretation (e.g. multivariate regression analyses, survival analyses, etc.). The Data Analyst may also be asked to assist in conducting literature reviews, developing grant proposals, and developing presentations and manuscripts for dissemination of findings.

The ideal candidate will have achieved strong performance in undergraduate or higher level statistics courses, with demonstrated strong analytic ability (including experience working in SAS [strongly preferred], STATA, R, Python, or similar programming languages). This position requires attention to detail, especially in ensuring data quality and accuracy. The ability to work simultaneously on various tasks, to maintain attention to detail, and to effectively contribute to the project team are also essential.

Bachelor’s Degree Required, Master’s Degree or higher preferred, with background (though not necessarily degree) in statistics or related field.

Minimum 2 years demonstrated experience working in SAS (strongly preferred), SPSS, R, Python, or other programming language is required, as is a desire to learn more about data analysis.",3.9,Massachusetts General Hospital,"Boston, MA","Boston, MA",10000+ employees,1811,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),2020-01-24
51,"Analyst, Data & Analysis",-1,"Company Description

Digitas is The Connected Marketing Agency, committed to helping brands better connect with people through Truth. Connection. Wonder. With diverse expertise in data, strategy, creative, media, and tech, we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite, provoke and inspire. Curious and fully transparent, we are always examining real human behavior to create authentic connections—between brands and consumers, clients and partners, and ideas and outcomes. Digitas has 3,300 employees across 12 countries and 24 offices, with an extended network via Publicis Media of over 23,500 employees present in more than 100 countries worldwide. To connect with Digitas or learn more, visit www.digitas.com.

Digitas is an Equal Opportunity Employer

Job Description

Analyst – Data & Analysis

Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.

The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients

To help with this, we’re looking for an outstanding Analyst – someone who has a knack for understanding data and telling the story of why it matters. You’ll learn from the best in the business as you work with the team to bring actionable insights to our clients. Up for it? Read on.

What you’ll do:

As an Analyst, you’ll lay the groundwork and contribute to day-to-day reporting needs for client marketing efforts. You’ll work on brand campaigns, acquisition campaigns, site optimization, and/or online testing strategy.

Day-to-day, your role includes:

· Keeping a pulse on day-to-day performance data, including display media, site, search, email, and/or social campaigns

· Working in a variety of reporting systems and databases for the creation of recurring reports and dashboards

· Identifying nuances in data to optimize our clients’ business

· Supporting marketing initiatives across project and campaign lifecycles, including measurement plans, primary and secondary research, and performance reporting

· Expanding industry knowledge and relevant skillsets through internal training

We’re looking for strong, impactful work experience, which typically includes:

· 1-3 years of work experience in a relevant industry

· A four-year college degree

· Passion for digital marketing, eagerness to learn in a constantly-changing space, and a natural curiosity

· Familiarity with Excel and/or other data analysis tools such as SQL or Tableau a plus

· Comfortable in a fast-paced and deadline-driven environment

Got what it takes? We’d love to hear from you.

Digitas is an equal opportunity employer.",3.3,Digitas,"Boston, MA","Boston, MA",5001 to 10000 employees,1980,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,2020-01-24
52,SQL Programmer / Data Analyst,-1,"SQL Programmer / Data Analyst

About the Position:


ROI is looking for programmers with an ability to manage highly specialized work efficiently, confidently and competently at a somewhat faster-than-average pace. This position is based in our Cambridge, MA office.

Specifically, we’re looking for a motivated SQL programmer with experience in the Nonprofit industry to perform data extracts, uploads and special programming for clients. As a member of our team of Client Service professionals, you’ll be proactive and communicate regularly with peers regarding client technical requests and requirements. If you take pride in meeting deadlines while maintaining a high standard of accuracy, this may be a great fit for you. Nonprofit database experience is required.

ROI provides a stable and secure work environment with the ability to plan for, focus on, and complete projects with outstanding direction, training and support.

Specific Tasks:
Use Oracle SQL to program custom scripts to extract and deliver client data.
Provide quality control to peer programmers.
Program custom SQL scripts to evaluate, manipulate and encode client data.
Upload and transform client data from flat files into Client Data Schema.
Proactively communicate with client team on any issues related to client programming requests.
Skills and Experience Preferred:
Strong familiarity with Oracle RDMS.
Experience working with nonprofit databases.
Strong written and verbal communication skills.
How to apply:

If you’re looking to take responsibility, make a difference, stretch your skills and learn new things, please send a letter of interest and resume to: roi.hr.2018@roisolutions.com

ROI is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.",4.5,ROI Solutions,"Cambridge, MA","Cambridge, MA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),2020-01-24
53,Summer Scientific Data Analyst Intern,$52K-$98K (Glassdoor est.),"Job Description
At Genospace, our mission is to be the leading information platform for applied precision medicine.
Working from our headquarters in Boston, MA, our interdisciplinary team is merging the tools and techniques of genomics, analytics, and cloud computing. We serve research, clinical development, pathology and clinical care customers who work with high-dimensional genomic and other biomedical data. Many of the most advanced precision medicine organizations are powered by Genospace.
Genospace is looking for talented team players who enjoy a challenge and want to help us deliver our platform. As the leading provider of information technology services in molecular medicine, our software is used today by clinicians and researchers across the country and around the globe to improve patient care.

What You’ll Do:
Genospace is looking for a Scientific Data Analyst Intern who is excited at the prospect of enabling informed decisions through accessible data.
As a Scientific Data Analyst Intern, your work will impact patients at the most critical junctures in their lives; researchers seeking to make advances based on a sea of high-dimensional data; physicians deploying personalized medicine in everyday practice; and laboratories conducting some of the most advanced analyses in the world.

As a Scientific Data Analyst Intern you will:
Be a key contributor to the clinical data abstraction process
Review clinical documents and record relevant data
Collaborate with internal and external teams
Read and curate clinical trial protocols
Review curation output of colleagues
Develop an ingestion pipeline for curated and abstracted data
Resolve data ingestion errors

What We’re Looking For:
Basic understanding of technology
Working knowledge of MS Office (Word, Excel, PowerPoint)
A willingness to learn new products, tools, and techniques for data management and processing
Capacity to work through tasks independently with general supervision and deliver quality results
Ability to determine accurate and dependable delivery estimates
A self-starter that uses good judgment in how best to apply their time effectively
Strong commitment to teamwork
Ideally the candidate will be available full-time (5 days per week) in the Summer, with the possibility for local candidates to continue into the Fall

Education & Background:
Minimum high school diploma or equivalent (e.g. GED)
Familiarity with programming languages such as Python and R
No prior experience in life sciences or healthcare is required, but ample curiosity and a willingness to learn are a must
-

Genospace is an equal opportunity employer and does not discriminate based on any of the following: race, religious creed, color, age, sex, sexual orientation, gender identity, gender expression or gender characteristics, national origin, religion, marital status, medical condition, physical or mental disability, military service or veteran status, pregnancy, childbirth and related medical conditions, or any other classification protected by federal, state, and local laws and ordinances.",4.8,Genospace,"Boston, MA","Cambridge, MA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),2020-01-24
54,Healthcare Data Analyst (Analyst III),$62K-$108K (Glassdoor est.),"Ready to help us transform healthcare? Bring your true colors to blue.
The Healthcare Data Analyst functions as the lead analyst involved with the reporting of our network providers, products, members. The analyst will assist leadership in measuring provider network adequacy, perform analysis needed for various regulatory filings including CMS and NCQA. This role requires working with multiple sources of healthcare data (ex: provider, membership, and claims data) to meet both internal and external reporting requirements and support new initiatives. Projects range from simple programing and basic data manipulation/analysis to more advanced techniques.

Key Accountabilities:

· Analyst provides expertise in Geo Coding using/learning Quest Analytics software to provide assistance with provider network measurement for reporting and analysis.

· Help define internal system processes that produce accurate monthly reporting of provider data in support of contractual obligations and the maintenance of programs and processes used in day to day operations.

· Developing and documenting project and programming requirements for new and changing provider and member reporting applications, maintaining proper documentation and back-up for all reporting and data applications

· Leads, analyzes and troubleshoots data production reporting issues, identifies root cause and implements coding updates to resolve.

· Support IT in development of provider report production and maintenance.

· Help develop and test system and reporting enhancements that enable internal and external customers perform more efficiently

· Participate in core department data and analytic projects such as NCQA Quality measurement and clinical outcomes analytics.

· Interpret data, analyze results and generate both recurring and single use reports to support strategic, operational and financial decision making

· Support efforts to continually improve data capabilities and quality of analysis and reporting

· Troubleshoot process and/or data issues with both internal and external customers working jointly with business owners and other BCBSMA departments

Qualifications (knowledge/skills/abilities/behaviors):

· Strong technical and analytic skills including data mining, analysis, interpretation, and reporting using large scale medical or administrative data sets

· Strong PC skills and software application experience required including Microsoft Access, Microsoft Excel, SAS, SQL, and data visualization software (Tableau).

· Knowledge of Geo Coding software helpful (GeoAccess / Quest Analytics).

· Ability to identify, investigate and/or escalate data and/or business issues in dynamic environment.

· Ability to work independently

· Attention to detail with high level of accuracy and documentation

· Time management and organizational skills to perform a variety of projects under specific time constraints

· Strong verbal and communication skills

· Excellent customer focus and ability to work effectively in cross-functional teams

Education/Relevant Experience:

· 1+ years related Healthcare experience at a Payer or Provider organization.

· 1+ years managing healthcare-related data using analytic tools SQL, SAS, Python,

· 1+ years working with medical and pharmacy data at either a health plan or provider group or health data vendor

· Experience operating or implementing an electronic medical record at an electronic medical record company (EHR) highly desirable

· Bachelor Degree required

Location
Boston
Time Type
Full time",3.7,Blue Cross and Blue Shield of Massachusetts,"Boston, MA","Boston, MA",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),2020-01-24
55,Data Analyst - Health Plan,$56K-$97K (Glassdoor est.),"Locations: Boston, MA, Bedford, NH, Portland, ME Harrisburg, PA or Remote

Work as Part of a Team to Develop Insights to Improve Overall Health Outcomes

As a Data Analyst, the problem-solving and solution development work you do will make a difference in patients’ health. You will work with a high-powered team of Data Analysts to develop analytic strategies and tools to improve outcomes for individuals. The solutions developed will help drive Health Dialog’s personalized outreach programs and support our clients’ goals in conjunction with our parent company, Rite Aid Drug Stores.

The incumbent in this newly-created role will be the team’s health plan subject matter expert, with an emphasis on developing solutions for our health plan clients’ Medicare Advantage and Medicare PDP members.

What does a Data Analyst at Health Dialog do?
Serves as a technical resource regarding measures and outcomes that are important to Health Dialog’s health plan clients including Medicare CMS Star Part C and Part D Ratings and HEDIS measures
Identifies additional data sources and develops new data assets
Combines data from disparate sources in new and innovative ways to develop a more comprehensive patient view
Develops predictive models using the DataRobot predictive modeling AI machine-learning platform
to identify the optimal members to target and measure for gap closure
Identifies specific at-risk populations and develops analytic strategies for addressing identified trends and improving outcomes
Researches problems and develops new solutions as part of a collaborative team
Summarizes results in clear, succinct ways to enable use for senior level audiences internal and external to Health Dialog
Required Skills

Are you a potential fit for Health Dialog?
Are you keenly interested in helping others improve their health?
Do you understand those measures and outcomes that are important to a health plan?
Do you have learning agility – that is, do you enjoy figuring out what to do when you don’t know what to do?
Are you motivated and excited by learning new skills?
Can you take complex topics, synthesize them, and then effectively communicate them to varied audiences?
Do you enjoy a collaborative environment?
Required Experience

Are you qualified for the Data Analyst - Health Plans role?
A Bachelor's Degree and pursuit or attainment of a Master’s Degree in a quantitative discipline preferred
2-4 years of hands-on data manipulation and analytics experience
2+ years of experience supporting or working in a health plan
Experience coding in: SAS, SQL. Python, R, and/or XML a plus.
Experience identifying CMS Star and/or HEDIS measures gaps in care
Exposure to predictive modeling concepts and techniques
Experience with two or more of the following tools: Excel, Tableau, PowerBI, SSRS, 1010data, or DataRobot
Exposure to value-based care concepts a plus
Health Dialog is an equal opportunity employer. Employment selection and related decisions are made without regard to sex, sexual orientation, gender identity, race, age, disability, religion, national origin, color or other category protected by applicable law.

Job Location
Boston, US-MA",2.9,Health Dialog,"Boston, MA","Boston, MA",201 to 500 employees,1995,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),2020-01-24
