,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Date
37,Machine Learning Engineer,-1,"Interested in helping the millions of Americans with chronic conditions get better care? OM1 is a leading real-world outcomes and technology company leveraging big clinical data and AI to better understand, compare, and predict patient outcomes. Our products are built to accelerate research, measure and benchmark health outcomes and to personalize patient care.

We’re looking for Machine Learning Engineers to help design, build, test, deploy, and monitor our platform that seeks to understand clinical text at large scale, as a means to measuring and predicting patient outcomes. Our product-focused team embraces creative, rigorous, innovative approaches and experimentation, while emphasizing high quality code, user-friendliness (data is a first-class product here), and rapid iteration. We enjoy solving problems collaboratively, working with clinicians, epidemiologists, biostatisticians, and other data engineers/scientists.

Estimates show that as much as 90% medical data is unstructured. Come join us in systematically shining light on this data to build the leading edge of modern medicine.

Requirements
Experience in Machine Learning, Statistics, and/or Natural Language Processing, plus strong interest in developing further expertise
Software engineering experience, developing and deploying production code
Experience or interest in large scale data pipelines and distributed systems
Strong technical judgement, knowing how to evaluate risks of different approaches in the face of product goals
At least 2 years working with large datasets using SQL and/or Spark",4.7,OM1,"Boston, MA","Boston, MA",1 to 50 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,2020-01-24
38,Data Scientist,$83K-$137K (Glassdoor est.),"Waystar modernizes the healthcare revenue cycle through innovative, cloud-based technology. We provide the highest-rated client experience to more than 450,000 providers, 22,000 healthcare organizations and 750 health systems and hospitals around the country. Together, our technology, data and client support streamline workflows and improve financials for our clients, so that they can focus on their patients. We are deeply committed to living out our organizational values: honesty; passion; curiosity; fanatical focus; best work, always; making it happen; and joyful, optimistic and fun.

What is the purpose of this position?

We are looking for an experienced Data Scientist, who has previously supported Healthcare software applications. The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical methods, & knowledge. This person will interact with teams from Account Management to Application Engineering and R&D, to conduct detailed analysis and experimentation to maximize the utility of predictive modeling, analytic and machine learning across Waystar's product line. The role will focus on extending machine learning, predictive modeling, and analytic components to provide up-to-date intelligence to Healthcare providers maximizing outcomes. An ideal candidate for this position can approach problem-solving challenges independently, has a strong attention to detail, and enjoys working in a fast-paced, collaborative, and team-based environment.

Looking for some details?
Works closely with Application Engineering, Product Management, and Operational teams in designing, experimenting-with, and implementing machine learning and analytical systems applied to design information and user behavior
Works closely with Application Engineering teams to gather and process data, as well as in surfacing various analytically-based features in core products
Works on groundbreaking new applications of machine learning and analytic technology to Healthcare, producing quantitative, justifiable results to guide feature planning
Translates real-world Healthcare problems to mathematical frameworks
Works with Product Management, Marketing, and Sales as needed to promote sales and to incorporate market and customer feedback
Data exploration, hypothesis creation (from business and product goals), testing algorithms, scaling to large data-sets and validating results will be common tasks for this role
Understands, organizes, and communicates root causes of problems and successes succinctly
Do you fit our team?
Complete familiarity with various statistical and machine learning techniques including: classification, regression, dimension reduction, clustering, and various multivariate methods
Complete familiarity with empirical approaches to estimate performance of machine learning models including: hold-out sets, cross-validation, leave-one-out testing
Understanding of orders of algorithms and how they scale
Demonstrated competency in R/Python predictive modeling
Demonstrated competency in RDBMS (e.g. SQL Server)
Ability to code in 1+ general purpose programming language (C#, Java, etc.)
Must be a quick-learner with the ability to multi-task in a fast-paced environment
Outstanding presentation abilities and the ability to communicate with all levels of the Business
Comfortable working in newly-forming, ambiguous areas where learning and adaptability are key skills
Outstanding communication and interpersonal skills
Must possess strong analytical, problem-solving, and writing skills
Proficient in Microsoft Office applications
Detail-oriented
Preferred Skills:
Master of Science degree or higher in the fields of Computer Science, Statistics, or Mathematics is preferred
An aptitude for medical informatics is preferred
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

SDL2017",3.3,Waystar,"Boston, MA","Duluth, GA",501 to 1000 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2020-01-24
39,Data Scientist - Rouskin Lab,$57K-$99K (Glassdoor est.),"WHITEHEAD INSTITUTE for BIOMEDICAL RESEARCH
Rev. 1.23.20

Title: Data Scientist Rouskin Lab

Classification: Exempt: Research staff

Reports to: Silvi Rouskin, Principal Investigator

Research background and goals

RNA is unique among all biomolecules as it can be both information-storing and enzymatic. These features are tightly linked to its structure, in which base-pairing interactions give rise to a highly folded macromolecule. Indeed, in addition to the genetic code, which specifies the composition of proteins, we now know there is a secondary layer of information encoded in every transcript in the form of RNA structure that can regulate processes as diverse as splicing, localization, and translation efficiency. Recent genome-wide association and biochemical studies have linked multiple diseases, including cancer and neurodegenerative diseases, to changes in RNA structure. The Rouskin lab is focused on developing new methodologies to identify and quantify multiple RNA conformations and to use this methodology to answer fundamental and unresolved questions on pre-mRNA structures that control alternative splicing.

Overall responsibility

Collaborate on short- and long-term independent scientific projects to support the research objectives of the lab. Utilize programming skills to design and develop computational tools for biological data analyses. Analyze experimental data and address methodological problems in results. Use discretion in prioritizing and organizing workflow and in optimizing methodologies and results.

Characteristic duties

Develop and apply algorithms for analysis of large-scale biological data related to various projects
Hypothesis testing using statistical concepts
Utilize algorithms such as classification, regression and clustering to answer diverse research questions
Optimize efficiency of NGS data analysis
Work closely with collaborators on various research projects
Enable collaborators and team members to run scripts effectively
Website development/maintenance
Perform ad hoc bioinformatics/data analysis tasks
Other tasks as required or assigned; potential for exploratory projects

Requirements

Bachelors degree in data science, computer science, machine learning, big data or a related field
Must have 1+ years of experience in computer programming field.
Proficiency in Python, Unix/Linux OS, Git
Experience in processing NGS data (preferred)
Knowledge of statistical tests and machine learning algorithms
Data visualization in Python using Plotly/Matplotlib
Excellent communication and presentation skills, capable of conveying technical information in a clear and thorough manner.
Ability to work with team members and collaborators in a fast-paced setting.
No biology background required.

Interested candidates should submit a resume to resumes@wi.mit.edu

Or mail to:

Whitehead Institute, Attn: Human Resources

455 Main St.

Cambridge, MA 02142",4.2,Whitehead Institute for Biomedical Research,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,1981,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),2020-01-24
40,Senior Data Scientist,$71K-$119K (Glassdoor est.),"Description

The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.

Responsibilities

This is a unique opportunity for a motivated individual to influence Humanas vision to provide coordinated, integrated care via home care solutions and ECOM (Enterprise Clinical Operating Model). The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.

Responsibilities
Recommend, design, and develop actionable analytic solutions for key business problems through in-depth investigations of healthcare utilization trends and outcomes
Use advanced analytic techniques like machine learning, predictive modeling to develop sophisticated models to solve the business problem
Use industry leading database systems, clinical decision engines and algorithms to extract meaningful insights from structured and unstructured data by leveraging NLP/ML
Ensure the developed models or statistical tests are reusable and modular for effective transition to cloud in the future
Work directly with aligned business partners and assist in requirements definition, project scoping, timeline management, and results documentation to ensure professional relationship management
Build smart systems that learn from health intervention outcomes, clinical programs over time
Collaborate with multiple cross-functional teams to understand the business needs, identify any operational barriers and issues, and facilitate their resolution
In the first year this role will focus on the following
Develop effective partnerships with internal business partners and coworkers
Work in an agile way to produce, interpret and recommend real time optimization opportunities for the business to implement using advanced analytics techniques
Enhance the ability to work in a fast-paced environment, multitask and quickly pivot based on business needs
Develop subject matter expertise in the business needs and serve as a consulting resource for the clinical analytic needs of the stakeholders
Implement real time business feedback of analytics based on the direct needs of internal customers
Required Qualifications
Masters Degree + 3 years experience OR Bachelors Degree + 5 years experience.
Data Analytics, Computer Science or related quantitative program
Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions
Experience in working with assignments that involve moderately complex to complex issues using statistical modeling, time-series analysis, and advanced analytics to transform high volumes of complex data into advanced analytic solutions
Experience in working with both structured and unstructured data to create reports, projections, models, and presentations to support business strategy and tactics
Ability to make decisions on moderately complex to complex issues regarding technical approach for project components
Demonstrated problem solving, strategic and analytic thinking capabilities
Experience in working with cross-functional teams, organizing and managing multiple priorities and/or projects
Must be passionate about contributing to an organization focused on continuously improving consumer experiences
Preferred Qualifications
Master's Degree or PhD
Knowledge of healthcare claims, clinical programs and interventions, health outcomes, population health
Additional Information

This position can be located in Boston, Louisville or Work from home (remote)

Scheduled Weekly Hours

40",3.5,Humana,"Boston, MA","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),2020-01-24
41,"Scientist, Artificial Intelligence (AI) / Machine Learning (ML) – 2020",$89K-$157K (Glassdoor est.),"Are you interested in tackling challenging, real-world problems using the latest techniques in artificial intelligence and machine learning? Are you considering the next step in your career? Charles River Analytics is looking for bright, enthusiastic minds to join our next generation of talented individuals starting June 2020.

Charles River Analytics is a 100% employee-owned small business that researches and develops novel software for our US Government and commercial customers. That new thing coming out of DARPA? Yep, that's us. We pride ourselves in our ability to apply current and emerging artificial intelligence techniques that not only solve real-world problems, but keep our scientists and engineers deeply engaged.

We are looking for a junior Scientist to address challenging problems in domains such as explainable artificial intelligence, cybersecurity, command and control, autonomous vehicles, intelligence analysis, health and medical, internet of things (IoT), and space-based systems. You will draw from your experience and work in small, tightly-knit teams of scientists and engineers to implement novel applications of new research concepts. Projects will range across machine learning, probabilistic modeling, cybersecurity, data analytics, knowledge representation, natural language processing, computational social science, and search and optimization. Example projects include analyzing smartphone sensor data to monitor health and detect injury, building explanation systems for deep learning agents in game environments (e.g., StarCraft2), and using concepts from linguistics to avoid cyber-attacks.

As a Scientist in Decision Management Systems, you will collaborate with your team to understand the problem, research approaches, design solutions, and evaluate the results. You'll connect with researchers, contribute to and publish papers, attend conferences, and share your findings. At Charles River Analytics, we foster an environment where scientists can develop their personal research interests and are supported by a community to help them thrive.

Requirements:
Bachelor's degree in Computer Science, Engineering, or related technical field
Experience implementing solutions using machine learning, causal reasoning, natural language processing, knowledge representation and reasoning, search and optimization, or algorithms from related research areas in artificial intelligence
Relevant internships, co-op, or industry experience; and/or prior research experience (e.g., senior thesis)
Demonstrated relevant coursework (e.g., via college transcript) including graduate-level coursework
Experience with multiple languages such as Java, Scala, Python, Julia, or C/C++ and a proficiency in at least one
Superior creative and innovative problem-solving skills
Keen to learn more about new AI techniques and applications
Superior written and oral communication skills, demonstrating ability to keep your customers and teammates informed
Demonstration of code samples (e.g., GitHub, GitLab, work sample assignment response)
U.S. Citizenship
Preferred Requirements:
An advanced degree in Computer Science, Engineering, or related field; or concentration in artificial intelligence
Demonstrated ability to create novel contributions to the state of the art (e.g., existing publications)
Experience working on projects of various sizes, individually and as part of a team
Experience with one or more of the following or similar:
Machine learning frameworks (i.e. scikit-learn, TensorFlow, PyTorch)
Probabilistic models or probabilistic programming
Cybersecurity related challenges (malware analysis, reverse engineering, vulnerability detection)
Big/Fast Data technologies such as Spark, Kafka, Hadoop, etc.
Benefits:

Charles River Analytics offers competitive compensation plus bonus and profit-sharing, with an attractive benefits package including: 100% employer-paid medical and dental insurance, as well as vision, life and disability insurance, paid maternity/paternity leave, tuition reimbursement, monthly gym allowance, free parking, generous paid time off, and a casual environment. We are also accessible by public transportation.",3.8,Charles River Analytics,"Cambridge, MA","Cambridge, MA",51 to 200 employees,1983,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),2020-01-24
42,Data Scientist,-1,"Data Scientist

Get in on the ground floor at one of Boston's top startups and help us solve a huge challenge for developers and product teams - understanding customer experience. LogRocket is the first system that gives these teams complete visibility into their customer's experience using their web apps - through pixel-perfect replays of user sessions and clear insight into logs, errors and network activity. We've already attracted an elite roster of customers (such as Reddit, Bloomberg, and NBC) and recently raised a $15M Series B to continue building a world-class product and team.

If you’d like to join in on our mission of making every experience on the web as perfect as possible, while taking on massive ownership over your work and helping scale LogRocket to be a pillar in the Boston tech community - we’d love to speak with you!

About the Role

We’re looking to bring aboard our first Data Scientist to develop next generation features into the LogRocket platform. LogRocket currently tracks millions of events across our customers’ web applications to ensure product teams can quickly identify and squash any bugs or errors that arise. We now want to leverage that data to uncover new aspects of user experiences and provide proactive, actionable insights to our partners to ensure they are building the best experience possible for their users. You will have millions of data points to explore and play around with on a daily basis, all while building the foundation for LogRocket’s Data Science team and function for years to come.
You Will...
Own the analysis, modeling, system design, and development of LogRocket’s initial data science products
Build the data science elements of LogRocket’s products that will help improve the user experience for thousands of web applications
Initiate the design, development, and implementation of scientific analysis projects or deliverables
Work directly with product and engineering leadership to help drive the design and architecture of the product
Help promote broader analytics initiatives across the organization
Brainstorm and test new data product ideas with the product organization
Work with fellow engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs.
Meet with external customers to gain an understanding of their business and how LogRocket can provide data-driven solutions to their challenges
Build intelligence into our services to make them run smarter
About You
5+ years of practical experience with a BS or MS or PhD in Mathematics, Economics, Computer Science, Information Management or Statistics
Experience designing and implementing machine learning pipelines in production environments
Experience with one or more general purpose programming languages including but not limited to: Java, Scala, or Python
Excellent understanding of machine learning techniques and algorithms, such as Logistic Regression, Linear Regression, k-NN, Naive Bayes, SVM, Random Forest, etc.
Proven ability to perform statistical analysis and experience with tools such as SAS, R, or equivalent
Experience with cloud computing services like AWS
Ability to collaborate effectively and work as part of a team
Experience presenting insights to executives and non-technical audiences around product analytics data
Keep up to date with cutting-edge machine learning/ big data methods and techniques
Can thrive in team environments; using agile methodology and interacting with Product Leaders, Scientists and Engineers to solve technology’s greatest challenges
Learn and adapt quickly in a fast-paced, dynamic startup environment
Benefits & Perks
Catered lunch throughout the week and a fully stocked kitchen with all your favorite snacks (healthy AND non-healthy)
Open vacation policy - we all work hard and take time for ourselves when we need it, no strings attached
Extensive Health, Dental, Vision benefits paid for by us, along with 401k and Commuter benefits
Generous stock options - we all get to own a piece of what we’re building
Regular team outings and activities (craft nights, boat cruises, excursions out of the city, and many more!)
Flexible working hours and location
Ample opportunities to learn and take on new responsibilities in a fast-paced, growth-mode startup
About LogRocket

LogRocket was founded in 2016 by Matthew Arbesfeld and Ben Edelstein, a computer science duo who have been building products together since the 3rd grade. Frustrated by how difficult it was to understand their customers' experiences, Arbesfeld and Edelstein set out towards an audacious goal: make every experience on the web as perfect as possible.

Our team is a diverse group who bring an eclectic set of experiences from Google, Meteor, Drift, HubSpot, MIT and Columbia. We enjoy lunch together every day in our airy downtown Boston office, learning more about each other at our Show and Tells, and hosting our friends during #logrocketeer events. We focus on building our software with care and craftsmanship -- our engineering blog posts give you a taste of that -- and we welcome talented people from all backgrounds. Many of us have important spaces in our lives -- whether it be family, social organizations, schools, or former companies -- and we're doing all we can to make LogRocket another one.

LogRocket is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",5.0,LogRocket,"Boston, MA","Boston, MA",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,2020-01-24
43,Data Scientist,-1,"LinkSquares
is looking for a talented, self-motivated data scientist to help build
new features, products and support existing models. As a company, we're
customer and sales-driven in every technical decision we make. As a
member of our data science team, you will develop new features and
products to help our customers understand their contract data by using
machine learning for information extraction and classification in a
NLP/NLU setting. You will assume a leading role in the creation,
deployment and continuous improvement of models that power our platform.
You will report directly to the CTO and get to work alongside the
technical leadership team. You will have a close relationship with our
Product Managers, Software Engineers, and our in-house legal team,
collaborating in a fast-paced, small-team environment.

We're looking for teammates with:
PhD or a Masters degree in a quantitative or related field
Proficiency in Python, Pandas, Numpy and a machine learning library (eg. Tensorflow/Keras, scikit-learn)
A record of solving challenging technical problems and producing deliverables that address a core business or academic need
Experience with training, evaluating and maintaining machine learning models
NLP/NLU experience is a plus
Knowledge of Github and software development best practices
Experience using AWS
A collaborative spirit to work with various stake-holders across the organization
Intellectual curiosity
A team-first philosophy
Appreciation for the support of the company's revenue growth
A knack for having fun
By taking this job, you'll get:
MacBook Pro
Two HD monitors
Unlimited vacation
Stock options
All you can eat snacks
Great health and dental benefits
401k
Company swag (we have the best socks in Boston)
Chance to build something amazing from the ground floor
Friendly commuting options to downtown Boston",5.0,LinkSquares,"Boston, MA","Boston, MA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2020-01-24
44,Data Scientist,$60K-$103K (Glassdoor est.),"We need a high end Data Scientist who has Data analytics background. Below skills are desirable

Strong communications skills, Onsite Offshore experience.

Location- Boston, MA

Long term contract

Machine Learning Scikit-Learn, NumPy, SciPy, Pandas, dplyr, ggplot2 in R

Programming/Scripting R, SQL, SSIS, SPSS, Python: Pandas, NumPy, Linux

Database technologies MS SQL Server, MS Access, Spark, HDFS

BI ETL Tableau, PowerBI, Alteryx, QlikView, R-Studio, MSExcel (VBA, Power Pivot, Macros)",3.9,Anblicks,"Boston, MA","Dallas, TX",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),2020-01-24
45,Machine Learning Intern,-1,"Founded by an award-winning team of professors and students out of MIT, Neural Magic is a venture-backed company headquartered in Davis Square, Somerville, MA.

At Neural Magic we are redefining what was previously thought possible with deep learning. We are seeking Machine Learning Interns excited to work with state-of-the-art models and cutting-edge research, as well as with parallel and concurrent algorithms. You will work closely with our technical team, bringing deep learning product requirements to our engineers and putting machine learning research into practice within our software. Additionally you will be part of a cross-functional, agile team that is responsible for the full software development cycle.

If you're an eager candidate who is interested in the machine learning field we'd like to meet you!

Responsibilities
Contribute to Neural Magics deep learning products and research.
Learn how to prototype and iterate on state of the art research against proprietary, in-house software.
Collaborate with and learn from a cross functional team about market requirements, best practices and how machine learning is deployed in the wild.
Learn how to provide analysis of deep learning approaches
Write technical documentation
Work with data scientists and analysts to improve software
Requirements
Pursuing a degree in computer science, math, or equivalent field. Prefer a focus on machine learning.
Familiarity with machine learning and deep learning fundamentals.
Familiar with Python and one or more deep learning frameworks
Self-directed individual who learns quickly and is comfortable with new approaches to deep learning.
Excellent communication skills, and willingness to learn how to tailor technical information for different audiences
Strong sense of project ownership and personal responsibility",-1,Neural Magic,"Somerville, MA","Somerville, MA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,2020-01-24
46,Senior Data & Applied Scientist Manager,$29K-$213K (Glassdoor est.),"A new technology paradigm is emerging, one with an intelligent cloud and an intelligent edge. In this new paradigm, artificial intelligence (AI) will be pervasive across devices, apps, and infrastructure to drive insights and act on your behalf. To foster Microsoft's leadership in this field, we created a groundbreaking program to develop the next generation of leaders in AI.

Located at the Microsoft New England Research and Development Center (NERD), the Microsoft's AI Development Acceleration Program hires top candidates from undergraduate, graduate, and PhD programs. Over the course of 2 years, participants work in multi-discipline teams and partner closely with engineering teams across Microsoft to solve some of our most challenging AI problems.

Our team is looking for a Data Science / Machine Learning / Artificial Intelligence Leader to help us grow the next generation of Microsoft talent and, build amazing AI-enabled experiences for our customers.

In this role, you'll guide our efforts by leading our data scientists and machine learning (ML) engineers, working with our partners to identify and build strategic examples of AI innovation, and delivering a framework for integration of our modules into Microsoft's AI Platform. As a senior engineering leader on our team, you will shape our program's development life cycle and establish best practices. You'll also help hire and nurture our incredibly talented and diverse team.

We embrace a culture which is customer focused, collaborative, fun loving and iterative-one that delivers continuously and drives engineering excellence.

If you are a data scientist who is passionate about developing people and looking to have a huge impact at Microsoft in AI, this could be your ideal role.
*Responsibilities**
+ Recruit and lead a group of new-to-career data and applied ML scientists focused on advancing Microsoft's AI capabilities by working on projects sourced from product teams across the company.

+ Partner with multiple engineering and business partners to ensure that the solutions meet their business goals.

+ Create an inclusive work environment where every employee can effectively engage and wants to be part of the team. Provide ongoing feedback that helps your direct reports improve their performance.

+ Partner with multiple engineering and business partners to ensure that the solutions meet their business goals.

+ Transform business problems into project-based implementation plans by applying (and creating when necessary) the appropriate methods, algorithms, and tools, and by statistically validating the results against biases and errors.

+ Acquire and use broad knowledge of innovative methods, algorithms, and tools from within Microsoft and from the scientific literature. Apply your own analysis of scalability and applicability to the problem space.

+ Together with the engineering and PM leaders on the team, deliver the framework for abstraction and reuse of our AI modules for integration into the AI platform.

+ Around 10% travel expected to stakeholder locations.
*Qualifications**
Basic Qualifications:

+ 5+ years of experience as a practicing Data Scientist.

+ 2+ years of experience as a technical lead, including mentoring and growing junior data and applied ML scientists.

Preferred Qualifications:

+ MS or PhD in Artificial Intelligence, Machine Learning, Statistics, or a related field or equivalent on-the-job experience.

+ An ideal candidate will also have published work at top AI/ML conferences and journals.

Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:

Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form at https://careers.microsoft.com/us/en/accommodationrequest .

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",4.2,Microsoft Corporation,"Cambridge, MA","Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2020-01-24
47,"Data Scientist, Digital Solutions",$76K-$127K (Glassdoor est.),"The Role:

The Simon-Kucher Data Science team is a group of data scientists who develop best-in-class approaches and models to solve complex business problems using Machine Learning and Advanced Analytics.

As a Data Scientist at Simon-Kucher & Partners, you will be an integral part of the project teams working to drive top-line growth for our clients. You will be responsible for the core components of the model development process, from data wrangling / pre-processing to Machine Learning model development, testing, and implementation. Throughout this process, you will also gather and communicate meaningful data insights to your project team.

In addition, you will keep an eye on the fast-changing market of advanced analytics and help further develop Simon-Kucher’s data science offerings. Your continued involvement and efforts will enable Simon-Kucher & Partners to become a thought-leader on the applications of Machine Learning and AI to pricing, sales and marketing strategies.

Key Responsibilities:

Data wrangling, cleaning, and pre-processingConducting exploratory data analysis and communicating insights through clear descriptions and visualizationsDeveloping, testing, and implementing Machine Learning modelsConducting research on recent developments in machine learning and AI, with a focus on topics related to pricing, sales, and marketingBeing a topic expert on Machine Learning and AI for your project team, enabling strong project planning and team performance

Basic Qualifications:

Degree in a quantitative field, such as computer science, engineering, statistics, operations research, data science, or equivalent experienceExperience with Machine Learning and statistical modelling techniquesStrong programming skills in R and/or PythonExperience applying advanced analytics and Machine Learning to solve business problemsExperience with data visualization software / libraries (Tableau, PowerBI, Matplotlib)Comfort working both on a team and autonomouslyStrong written and verbal communication skills, ability to simply and concisely explain complex analytical topicsEntrepreneurial spirit—we are a fast-growing team with vast opportunities for growth

Preferred Qualifications:

Implementation experience with Machine Learning models and applicationsKnowledge of cloud-based Machine Learning engines (AWS, Azure, Google, etc.)Experience with large scale data processing tools (Spark, Hadoop, etc.)Ability to query and program databases (SQL, No SQL)Experience with distributed ML frameworks (TensorFlow, PyTorch, etc.)Familiarity with collaborative software tools (Git, Jira, etc.)Experience with user interface libraries / applications (Shiny, Django, etc.)Domain expertise in pricing, demand forecasting, or time-series data

To Apply:
Submit your Resume/CV and Cover Letter via the Simon-Kucher job portal. Please ensure your Cover Letter includes:

Why you are interested in a job at Simon-Kucher.Specific reasons why your application differentiates you from other candidates.
To support our project teams, we are looking for
Data Scientist, Digital Solutions-Boston,USA
for our office in Boston, United States

About Simon-Kucher & Partners
For over 30 years, Simon-Kucher & Partners has helped development stage to Global Fortune 500 companies in addressing their strategic and marketing challenges. We are regarded as the world’s leading pricing advisor and thought leader. We focus on TopLine Power® by helping clients grow their top-line through strategy, pricing, marketing and sales.

Globalization is a core element of our goals and strategy. Today we are an international and multilingual team of over 1,300 full-time employees from diverse academic and professional backgrounds in over 38 offices across the US, Europe, Asia Pacific, and South America.
The Role:

The Simon-Kucher Data Science team is a group of data scientists who develop best-in-class approaches and models to solve complex business problems using Machine Learning and Advanced Analytics.

As a Data Scientist at Simon-Kucher & Partners, you will be an integral part of the project teams working to drive top-line growth for our clients. You will be responsible for the core components of the model development process, from data wrangling / pre-processing to Machine Learning model development, testing, and implementation. Throughout this process, you will also gather and communicate meaningful data insights to your project team.

In addition, you will keep an eye on the fast-changing market of advanced analytics and help further develop Simon-Kucher’s data science offerings. Your continued involvement and efforts will enable Simon-Kucher & Partners to become a thought-leader on the applications of Machine Learning and AI to pricing, sales and marketing strategies.

Key Responsibilities:
Data wrangling, cleaning, and pre-processing
Conducting exploratory data analysis and communicating insights through clear descriptions and visualizations
Developing, testing, and implementing Machine Learning models
Conducting research on recent developments in machine learning and AI, with a focus on topics related to pricing, sales, and marketing
Being a topic expert on Machine Learning and AI for your project team, enabling strong project planning and team performance
Basic Qualifications:
Degree in a quantitative field, such as computer science, engineering, statistics, operations research, data science, or equivalent experience
Experience with Machine Learning and statistical modelling techniques
Strong programming skills in R and/or Python
Experience applying advanced analytics and Machine Learning to solve business problems
Experience with data visualization software / libraries (Tableau, PowerBI, Matplotlib)
Comfort working both on a team and autonomously
Strong written and verbal communication skills, ability to simply and concisely explain complex analytical topics
Entrepreneurial spirit—we are a fast-growing team with vast opportunities for growth
Preferred Qualifications:
Implementation experience with Machine Learning models and applications
Knowledge of cloud-based Machine Learning engines (AWS, Azure, Google, etc.)
Experience with large scale data processing tools (Spark, Hadoop, etc.)
Ability to query and program databases (SQL, No SQL)
Experience with distributed ML frameworks (TensorFlow, PyTorch, etc.)
Familiarity with collaborative software tools (Git, Jira, etc.)
Experience with user interface libraries / applications (Shiny, Django, etc.)
Domain expertise in pricing, demand forecasting, or time-series data
To Apply:
Submit your Resume/CV and Cover Letter via the Simon-Kucher job portal. Please ensure your Cover Letter includes:
Why you are interested in a job at Simon-Kucher.
Specific reasons why your application differentiates you from other candidates.",4.1,Simon-Kucher & Partners,"Cambridge, MA","Bonn, Germany",1001 to 5000 employees,1985,Company - Private,Consulting,Business Services,$100 to $500 million (USD),2020-01-24
